url_path,views_total,views_unique
/cloudkeep-io/ebs-pricing/blob/main/docs/ebs_pricing.json,10,3
/cloudkeep-io/ebs-pricing,6,5
/cloudkeep-io/ebs-pricing/blob/main/get_ebs_pricing.py,4,2
/cloudkeep-io/ebs-pricing/blob/main/tools.py,2,1
/cloudkeep-io/ebs-pricing/tree/main/docs,2,1
