url_path,views_total,views_unique
/cloudkeep-io/ebs-pricing/blob/main/docs/ebs_pricing.json,23,4
/cloudkeep-io/ebs-pricing,12,7
/cloudkeep-io/ebs-pricing/blob/main/get_ebs_pricing.py,10,4
/cloudkeep-io/ebs-pricing/blob/main/tools.py,4,2
/cloudkeep-io/ebs-pricing/tree/main/docs,2,1
